Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HV530489,8856618,10/23/2012 1:22,111XX S KEDZIE AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,TRUE,FALSE,2211,22,19,08B,1156974,74,1830499,2012,41.69065081,10/25/2012 0:41,-87.70093634,"(41.69065080795848, -87.70093634294658)"
HV530604,8856721,10/23/2012 1:20,076XX S RHODES AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,624,6,6,6,1181272,69,1854290,2012,41.75541231,10/25/2012 0:41,-87.6112495,"(41.755412305411454, -87.61124950149024)"
HV531042,8857820,10/23/2012 1:13,044XX S UNION AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,925,9,11,26,1172326,61,1875657,2012,41.81424712,10/27/2012 0:38,-87.64340585,"(41.81424712007754, -87.64340584576722)"
HV531159,8857544,10/23/2012 1:00,077XX S EAST END AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,414,4,8,6,1188838,43,1854028,2012,41.75451575,10/26/2012 0:39,-87.58353079,"(41.754515748187785, -87.58353079460977)"
HV530476,8856575,10/23/2012 1:00,031XX N CLARK ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1933,19,44,6,1169964,6,1921395,2012,41.93980722,10/28/2012 12:59,-87.65073558,"(41.9398072209085, -87.65073557744081)"
HV530695,8857573,10/23/2012 1:00,108XX S NORMAL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2233,22,34,6,1174843,49,1833085,2012,41.69736857,10/26/2012 0:39,-87.63544005,"(41.6973685739363, -87.6354400491256)"
HV530563,8857077,10/23/2012 1:00,051XX W HARRISON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1533,15,29,6,1142186,25,1896872,2012,41.87307493,10/25/2012 0:41,-87.75343832,"(41.87307493290563, -87.75343831571043)"
HV530472,8856659,10/23/2012 1:00,029XX N GRESHAM AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1412,14,35,08B,1152325,21,1919443,2012,41.9348179,10/25/2012 0:41,-87.71561615,"(41.93481789692709, -87.71561615096284)"
HV531813,8861143,10/23/2012 1:00,035XX N HALSTED ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1925,19,46,6,1170324,6,1924079,2012,41.94716435,10/28/2012 0:39,-87.64933376,"(41.94716434922715, -87.64933376116592)"
HV530498,8856604,10/23/2012 0:45,002XX N HOMAN AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,FALSE,FALSE,1123,11,28,3,1153641,27,1901190,2012,41.88470391,10/29/2012 0:37,-87.71126629,"(41.88470391149574, -87.71126629430108)"
HV530497,8856666,10/23/2012 0:32,080XX S COTTAGE GROVE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,TRUE,TRUE,631,6,8,26,1183002,44,1851535,2012,41.74781228,10/28/2012 0:39,-87.60499503,"(41.747812275195926, -87.6049950272348)"
HV531782,8858067,10/23/2012 0:31,056XX W DIVISION ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2531,25,29,08B,1138755,25,1907481,2012,41.9022503,10/26/2012 0:39,-87.76577772,"(41.902250296339, -87.76577772244636)"
HV530727,8857181,10/23/2012 0:30,016XX S HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1014,10,24,14,1150364,29,1891562,2012,41.85834814,10/25/2012 0:41,-87.72355116,"(41.858348135074685, -87.72355116064908)"
HV531098,8857529,10/23/2012 0:30,077XX S EUCLID AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,414,4,8,6,1190505,43,1854070,2012,41.75459097,10/26/2012 0:39,-87.5774205,"(41.75459096997671, -87.57742049929219)"
HV530463,8856646,10/23/2012 0:30,033XX N MILWAUKEE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1731,17,30,08B,1148264,16,1922389,2012,41.9429813,10/27/2012 0:38,-87.73046438,"(41.94298129524706, -87.73046438306672)"
HV530542,8856661,10/23/2012 0:30,081XX S SACRAMENTO AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,835,8,18,6,1157834,70,1850491,2012,41.74549497,10/25/2012 0:41,-87.69724704,"(41.745494969509195, -87.69724703812665)"
HV530460,8856589,10/23/2012 0:24,082XX S HOUSTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,424,4,10,15,1197881,46,1850824,2012,41.74550269,10/25/2012 0:41,-87.5504985,"(41.74550269481736, -87.55049849925709)"
HV530461,8856544,10/23/2012 0:15,077XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,621,6,17,14,1172343,71,1853735,2012,41.75409031,10/25/2012 0:41,-87.64398817,"(41.75409030890022, -87.64398816525141)"
HV530452,8856539,10/23/2012 0:10,003XX S CICERO AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1533,15,24,24,1144395,25,1898213,2012,41.87671356,10/25/2012 0:41,-87.74529419,"(41.87671356356041, -87.74529418912846)"
HV530449,8856571,10/23/2012 0:10,046XX N WINTHROP AVE,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1914,19,46,08B,1168126,3,1931194,2012,41.96673602,10/30/2012 0:40,-87.65720662,"(41.966736024632965, -87.65720661972837)"
HV530436,8856515,10/23/2012 0:09,053XX S LOWE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,935,9,3,26,1172911,61,1869479,2012,41.79728116,10/25/2012 0:41,-87.64144244,"(41.797281156125884, -87.64144244411895)"
HV530430,8856573,10/23/2012 0:06,016XX N PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2535,25,30,18,1149510,23,1910441,2012,41.91017078,10/28/2012 0:39,-87.72619564,"(41.91017078044091, -87.72619563504645)"
HV530442,8856652,10/23/2012 0:05,009XX W 32ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,913,9,11,7,1170578,60,1883681,2012,41.83630408,10/25/2012 0:41,-87.64958343,"(41.83630408142449, -87.64958342840853)"
HV530448,8856574,10/23/2012 0:05,095XX S AVENUE N,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,432,4,10,14,1201079,52,1842344,2012,41.72215253,10/25/2012 0:41,-87.53906749,"(41.72215253216954, -87.53906748718066)"
HV530464,8856590,10/23/2012 0:03,093XX S LUELLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,413,4,7,18,1192847,48,1843392,2012,41.72523281,10/28/2012 0:39,-87.5691854,"(41.725232806794835, -87.56918540004145)"
HV530440,8856578,10/23/2012 0:01,052XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,923,9,14,08B,1156312,63,1869531,2012,41.79777435,10/28/2012 0:39,-87.70231209,"(41.79777434686186, -87.70231209287903)"
HV534422,8860973,10/23/2012 0:01,112XX S ELLIS AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,FALSE,FALSE,531,5,9,11,1183090,50,1830790,2012,41.69088345,10/28/2012 0:39,-87.60531538,"(41.69088344662168, -87.60531537858283)"
HV530821,8857272,10/23/2012 0:00,009XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1311,13,26,6,1157592,24,1906172,2012,41.89829546,10/25/2012 0:41,-87.69662185,"(41.89829546278766, -87.6966218451136)"
HV530900,8857264,10/23/2012 0:00,015XX E 77TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,411,4,5,26,1187687,43,1854273,2012,41.7552155,10/26/2012 0:39,-87.58774101,"(41.75521550053455, -87.58774101314754)"
HV530717,8856906,10/23/2012 0:00,026XX N STOCKTON DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1935,19,43,14,1173240,7,1918255,2012,41.93111873,10/25/2012 0:41,-87.63878888,"(41.93111873119593, -87.63878887584288)"
HV530811,8857196,10/23/2012 0:00,022XX N KARLOV AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2525,25,31,6,1148719,20,1914668,2012,41.9217854,10/26/2012 0:39,-87.72899206,"(41.921785400353386, -87.728992058257)"
HV530736,8857182,10/23/2012 0:00,014XX N LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1424,14,32,14,1161505,24,1909874,2012,41.90837345,10/26/2012 0:39,-87.68214647,"(41.90837344794719, -87.68214647239665)"
HV531616,8857836,10/23/2012 0:00,028XX S KOSTNER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1031,10,22,6,1147558,30,1884859,2012,41.84000845,10/26/2012 0:39,-87.73402277,"(41.840008454569556, -87.7340227720581)"
HV530940,8857292,10/23/2012 0:00,073XX S SOUTH SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,334,3,7,26,1195333,43,1857264,2012,41.76323777,10/28/2012 0:39,-87.55962242,"(41.763237771843755, -87.55962241742967)"
HV530455,8856606,10/22/2012 23:55,047XX W CONGRESS PKWY,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1131,11,24,08A,1144976,25,1897316,2012,41.87424114,10/25/2012 0:41,-87.74318356,"(41.87424114296683, -87.74318355970757)"
HV530451,8856560,10/22/2012 23:50,035XX N OTTAWA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1631,16,36,18,1124423,17,1922396,2012,41.94342718,10/28/2012 0:39,-87.81809327,"(41.9434271845867, -87.81809326977007)"
HV530415,8856529,10/22/2012 23:50,104XX S ABERDEEN ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2232,22,34,18,1170796,73,1835477,2012,41.70402163,10/28/2012 0:39,-87.65018843,"(41.70402162752808, -87.65018842939692)"
HV530491,8856605,10/22/2012 23:45,006XX S CENTRAL AVE,820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1522,15,29,6,1139193,25,1896568,2012,41.87229568,10/25/2012 0:41,-87.76443461,"(41.87229567773658, -87.76443461011387)"
HV530453,8856580,10/22/2012 23:45,010XX W 34TH PL,502T,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,STREET,TRUE,FALSE,913,9,11,26,1169666,60,1881992,2012,41.83168918,10/25/2012 0:41,-87.65297897,"(41.831689179128006, -87.65297896520791)"
HV530410,8856504,10/22/2012 23:43,066XX S UNION AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,723,7,6,24,1172615,68,1860746,2012,41.77332336,10/25/2012 0:41,-87.64278512,"(41.7733233631622, -87.64278511543807)"
HV530414,8856615,10/22/2012 23:40,064XX W 64TH PL,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,812,8,23,08B,1134800,64,1861024,2012,41.77483584,10/26/2012 0:39,-87.78140181,"(41.774835835861886, -87.78140181366989)"
HV530447,8856557,10/22/2012 23:36,066XX S HERMITAGE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,TRUE,FALSE,725,7,15,24,1165774,67,1860584,2012,41.77302681,10/25/2012 0:41,-87.66786723,"(41.77302681073926, -87.66786723257209)"
HV530404,8856547,10/22/2012 23:30,0000X W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,623,6,17,18,1177075,44,1852580,2012,41.7508155,10/28/2012 0:39,-87.6266818,"(41.75081550050527, -87.62668179977678)"
HV530403,8858196,10/22/2012 23:30,080XX S VERNON AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,631,6,6,08B,1180680,44,1851757,2012,41.74847509,10/28/2012 0:39,-87.61349668,"(41.74847508871434, -87.61349667538069)"
HV530664,8857212,10/22/2012 23:30,018XX N NASHVILLE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2513,25,36,6,1132089,25,1911427,2012,41.91319704,10/26/2012 0:39,-87.79017161,"(41.91319703856264, -87.79017160708274)"
HV530431,8856598,10/22/2012 23:30,021XX S ST LOUIS AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1024,10,24,08B,1153379,29,1889767,2012,41.85336315,10/25/2012 0:41,-87.71253176,"(41.853363154592735, -87.71253175968694)"
HV530418,8856582,10/22/2012 23:30,020XX W 115TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2212,22,19,08B,1164843,75,1828400,2012,41.68472864,10/29/2012 0:37,-87.67218624,"(41.68472864425452, -87.67218623847224)"
HV530412,8856617,10/22/2012 23:30,066XX S TALMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,831,8,15,14,1159812,66,1860456,2012,41.77280008,10/26/2012 0:39,-87.68972606,"(41.77280007557734, -87.68972605521567)"
HV530424,8856553,10/22/2012 23:29,022XX S TROY ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,1033,10,24,08B,1155664,30,1889012,2012,41.85124571,10/25/2012 0:41,-87.70416527,"(41.85124571034253, -87.70416527242091)"
HV530419,8856514,10/22/2012 23:25,057XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,824,8,16,14,1161773,63,1866562,2012,41.78951527,10/25/2012 0:41,-87.68236806,"(41.78951527320984, -87.68236805989311)"
HV530402,8856505,10/22/2012 23:17,056XX S MAY ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,712,7,16,18,1169568,68,1867575,2012,41.79212955,10/28/2012 0:39,-87.65375684,"(41.79212954691079, -87.65375683997308)"
HV530394,8856510,10/22/2012 23:10,071XX S SOUTH CHICAGO AVE,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,323,3,5,08A,1182814,69,1858032,2012,41.76564508,10/25/2012 0:41,-87.60548249,"(41.76564507818495, -87.60548249266057)"
HV530571,8857258,10/22/2012 23:00,098XX S EWING AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,432,4,10,6,1202172,52,1840298,2012,41.71651041,10/26/2012 0:39,-87.53513358,"(41.71651041039834, -87.5351335757607)"
HV530421,8856570,10/22/2012 23:00,091XX S HALSTED ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,2223,22,21,26,1172538,73,1844352,2012,41.72833782,10/25/2012 0:41,-87.64354918,"(41.72833781875271, -87.64354917568959)"
HV530398,8856576,10/22/2012 23:00,0000X N LAVERGNE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1533,15,28,18,1143087,25,1899836,2012,41.88119177,10/28/2012 0:39,-87.75005632,"(41.881191767506515, -87.75005631614013)"
HV530870,8857190,10/22/2012 23:00,024XX S OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1034,10,25,14,1161380,31,1887754,2012,41.84767679,10/25/2012 0:41,-87.68322116,"(41.847676788139836, -87.68322116491056)"
HV530897,8857166,10/22/2012 23:00,007XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1935,19,43,14,1171148,7,1916226,2012,41.92559731,10/26/2012 0:39,-87.64653623,"(41.925597309366054, -87.64653623186993)"
HV533007,8859478,10/22/2012 23:00,063XX S RICHMOND ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,823,8,15,6,1157849,66,1862290,2012,41.77787293,10/27/2012 0:38,-87.69687219,"(41.77787292675496, -87.69687219338353)"
HV530393,8856520,10/22/2012 23:00,079XX S LOOMIS BLVD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,612,6,21,08B,1168331,71,1852300,2012,41.75023975,10/26/2012 0:39,-87.65873205,"(41.750239745294095, -87.6587320511776)"
HV530371,8856484,10/22/2012 23:00,091XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2222,22,21,14,1168306,73,1844335,2012,41.72838319,10/25/2012 0:41,-87.65905235,"(41.728383185475955, -87.65905234858717)"
HV530384,8856503,10/22/2012 23:00,001XX E 118TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,532,5,9,18,1179447,53,1826388,2012,41.67888743,10/28/2012 0:39,-87.61878625,"(41.67888743371382, -87.61878624782649)"
HV530848,8857469,10/22/2012 23:00,020XX W 17TH ST,890,THEFT,FROM BUILDING,VACANT LOT/LAND,FALSE,FALSE,1223,12,25,6,1163156,31,1891688,2012,41.85843499,10/26/2012 0:39,-87.67659278,"(41.858434991733084, -87.67659277993327)"
HV530748,8857508,10/22/2012 23:00,017XX E 73RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,324,3,8,14,1189355,43,1856635,2012,41.7616572,10/26/2012 0:39,-87.58155269,"(41.76165720462772, -87.58155268878261)"
HV531877,8858056,10/22/2012 23:00,022XX N BISSELL ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1812,18,43,6,1169544,7,1915191,2012,41.92279232,10/26/2012 0:39,-87.65246027,"(41.92279231967161, -87.6524602704197)"
HV530621,8857281,10/22/2012 23:00,026XX N TALMAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1411,14,35,7,1158200,22,1917683,2012,41.92987015,10/27/2012 0:38,-87.69407358,"(41.9298701462892, -87.69407357599283)"
HV530608,8857044,10/22/2012 23:00,120XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,523,5,9,14,1177061,53,1825219,2012,41.67573349,10/26/2012 0:39,-87.62755496,"(41.67573348563024, -87.6275549567396)"
HV531369,8857686,10/22/2012 23:00,043XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,924,9,11,6,1166439,61,1875955,2012,41.81519253,10/26/2012 0:39,-87.66499145,"(41.81519253470513, -87.6649914461974)"
HV530618,8856719,10/22/2012 23:00,013XX W GEORGE ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1932,19,32,6,1166940,6,1919333,2012,41.93421453,10/25/2012 0:41,-87.661909,"(41.934214527869514, -87.66190899770989)"
HV530764,8857291,10/22/2012 23:00,015XX N LEAMINGTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,2533,25,37,14,1141720,25,1909625,2012,41.90807933,10/26/2012 0:39,-87.75483357,"(41.90807933085443, -87.75483357103329)"
HV533201,8859425,10/22/2012 22:56,084XX S HERMITAGE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,614,6,18,08B,1166103,71,1848921,2012,41.74101493,10/28/2012 0:39,-87.66699235,"(41.741014928031476, -87.66699234825066)"
HV530387,8856485,10/22/2012 22:55,009XX W LAKESIDE PL,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,TRUE,FALSE,1914,19,46,18,1168919,3,1931771,2012,41.96830212,10/28/2012 0:39,-87.65427408,"(41.96830212145338, -87.65427407811133)"
HV530386,8856489,10/22/2012 22:50,045XX S WOOD ST,3100,PUBLIC PEACE VIOLATION,MOB ACTION,STREET,TRUE,FALSE,924,9,20,24,1165068,61,1874621,2012,41.81156104,10/25/2012 0:41,-87.67005826,"(41.81156103786951, -87.67005826303026)"
HV530380,8856577,10/22/2012 22:50,046XX S SACRAMENTO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,922,9,14,08B,1157194,58,1873568,2012,41.8088346,10/27/2012 0:38,-87.69896837,"(41.80883460377186, -87.69896836761463)"
HV530368,8856535,10/22/2012 22:47,001XX E GARFIELD BLVD,460,BATTERY,SIMPLE,CTA BUS,TRUE,FALSE,231,2,3,08B,1178135,40,1868620,2012,41.794807,10/25/2012 0:41,-87.62231153,"(41.79480699981187, -87.62231152806342)"
HV530370,8857519,10/22/2012 22:45,066XX N DAMEN AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2412,24,50,6,1161793,2,1944087,2012,42.00224967,10/26/2012 0:39,-87.68013054,"(42.0022496713863, -87.68013053950567)"
HV530691,8857242,10/22/2012 22:45,009XX N MONTICELLO AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1112,11,27,6,1151831,23,1906189,2012,41.89845749,10/26/2012 0:39,-87.71778123,"(41.89845748719788, -87.71778122576166)"
HV530400,8856655,10/22/2012 22:45,021XX S CANALPORT AVE,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1233,12,25,6,1170415,31,1889862,2012,41.85326884,10/25/2012 0:41,-87.65000107,"(41.85326884363022, -87.65000107364155)"
HV530379,8856532,10/22/2012 22:45,006XX S STATE ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,TRUE,123,1,2,24,1176417,32,1897429,2012,41.87390001,10/25/2012 0:41,-87.62774362,"(41.87390000589326, -87.62774361578553)"
HV530488,8856633,10/22/2012 22:40,005XX S STATE ST,820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY RESIDENCE HALL,FALSE,FALSE,123,1,2,6,1176486,32,1897892,2012,41.87516895,10/25/2012 0:41,-87.6274763,"(41.87516894884346, -87.62747630390825)"
HV530346,8856507,10/22/2012 22:37,067XX S RHODES AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,321,3,20,08B,1181023,42,1860640,2012,41.77284309,10/25/2012 0:41,-87.61196686,"(41.77284309423164, -87.61196685624746)"
HV530401,8856638,10/22/2012 22:36,0000X N OAKLEY BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1332,13,2,18,1161036,28,1900333,2012,41.88220192,10/28/2012 0:39,-87.68413455,"(41.88220191938988, -87.68413454572995)"
HV535952,8862408,10/22/2012 22:30,035XX N SOUTHPORT AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1922,19,44,6,1166300,6,1923623,2012,41.94600023,10/30/2012 0:40,-87.6641379,"(41.94600023007026, -87.66413790338584)"
HV530356,8856499,10/22/2012 22:30,100XX S VERNON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,511,5,9,08B,1181052,49,1838559,2012,41.71224965,10/29/2012 0:37,-87.61253854,"(41.71224964625744, -87.61253853861584)"
HV530376,8856511,10/22/2012 22:30,026XX W NORTH AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1423,14,26,08A,1158585,24,1910499,2012,41.91014883,10/25/2012 0:41,-87.69285597,"(41.91014882716567, -87.69285596526223)"
HV530345,8856478,10/22/2012 22:30,053XX W WASHINGTON BLVD,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1522,15,28,08A,1140735,25,1900193,2012,41.88221496,10/28/2012 12:59,-87.75868407,"(41.88221496090308, -87.75868406807437)"
HV530413,8856517,10/22/2012 22:30,025XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1312,13,26,14,1159267,24,1906526,2012,41.89923259,10/25/2012 0:41,-87.69045994,"(41.89923259192265, -87.69045994480804)"
HV530319,8856501,10/22/2012 22:21,121XX S LA SALLE ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,523,5,9,04B,1177505,53,1824132,2012,41.6727406,10/26/2012 0:39,-87.62596249,"(41.6727405978695, -87.62596248966122)"
HV530362,8856549,10/22/2012 22:17,042XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1111,11,37,15,1148094,23,1907627,2012,41.90247627,10/25/2012 0:41,-87.73147004,"(41.902476265035595, -87.73147003724912)"
HV530411,8857208,10/22/2012 22:15,014XX S MUSEUM CAMPUS DR,1310,CRIMINAL DAMAGE,TO PROPERTY,SPORTS ARENA/STADIUM,FALSE,FALSE,132,1,2,14,1179970,33,1893679,2012,41.86352891,10/25/2012 0:41,-87.6148141,"(41.86352891164148, -87.61481410194754)"
HV530336,8856613,10/22/2012 22:13,004XX N CENTRAL PARK BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1123,11,27,14,1152308,23,1902771,2012,41.88906875,10/25/2012 0:41,-87.71611953,"(41.88906874960763, -87.71611953496515)"
HV530326,8856463,10/22/2012 22:05,029XX N NARRAGANSETT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2511,25,36,08B,1133194,19,1918986,2012,41.93392056,10/26/2012 0:39,-87.78593473,"(41.93392056358235, -87.78593473153938)"
HV530426,8856572,10/22/2012 22:01,007XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1832,18,42,08B,1175367,8,1905240,2012,41.89535746,10/25/2012 0:41,-87.63136409,"(41.89535745855331, -87.63136408940936)"
HV530329,8856526,10/22/2012 22:00,010XX W MONTROSE AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,1913,19,46,04B,1168449,3,1929422,2012,41.9618666,10/25/2012 0:41,-87.6560705,"(41.96186659706355, -87.65607050252184)"
HV530327,8856509,10/22/2012 22:00,001XX N LECLAIRE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1532,15,28,08B,1142404,25,1900328,2012,41.88255459,10/28/2012 0:39,-87.75255206,"(41.88255458695892, -87.75255205993977)"
HV530373,8856483,10/22/2012 22:00,014XX S MUSEUM CAMPUS DR,460,BATTERY,SIMPLE,PARK PROPERTY,TRUE,FALSE,132,1,2,08B,1180060,33,1893690,2012,41.86355703,10/25/2012 0:41,-87.61448338,"(41.86355702882947, -87.61448338461645)"
HV530349,8856470,10/22/2012 22:00,021XX N HAMLIN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,2525,25,26,26,1150651,22,1914109,2012,41.92021387,10/25/2012 0:41,-87.72190796,"(41.920213872551436, -87.72190795738375)"
HV530324,8856461,10/22/2012 22:00,017XX N MC VICKER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2513,25,29,18,1135844,25,1911054,2012,41.9121074,10/28/2012 0:39,-87.77638523,"(41.91210739823652, -87.77638522545847)"
HV530593,8856726,10/22/2012 22:00,054XX W WINDSOR AVE,810,THEFT,OVER $500,OTHER,FALSE,FALSE,1623,16,45,6,1139301,15,1929781,2012,41.9634339,10/25/2012 0:41,-87.76322747,"(41.963433897721096, -87.76322747160177)"
